Sample_ID,Year_Month_Code,Project_ID,CDFW_Vessel_Number,PacFIN_Species_Code,Sample_Number,Port,Capture_Date,Vessel,Fork_Length_mm,Sex,Maturity,Otoliths_Retained,Fin_Clip_Retained,Comments
202307-1012-12758-STAR-47,202307,1012,12758,STAR,47,Santa Barbara,7/21/2023,Coral Sea,270,F,0,Yes,No,
202305-1012-12758-COPP-48,202305,1012,12758,COPP,48,Santa Barbara,5/31/2023,Coral Sea,334,F,1,Yes,No,
202305-1012-12758-COPP-49,202305,1012,12758,COPP,49,Santa Barbara,5/31/2023,Coral Sea,386,M,1,Yes,No,
202307-1012-12758-STAR-50,202307,1012,12758,STAR,50,Santa Barbara,7/21/2023,Coral Sea,244,F,0,Yes,No,
202305-1012-12758-COPP-51,202305,1012,12758,COPP,51,Santa Barbara,5/31/2023,Coral Sea,455,F,1,Yes,No,
202305-1012-12758-COPP-52,202305,1012,12758,COPP,52,Santa Barbara,5/31/2023,Coral Sea,351,F,1,Yes,No,
202307-1012-12758-STAR-53,202307,1012,12758,STAR,53,Santa Barbara,7/21/2023,Coral Sea,290,F,1,Yes,No,
202307-1012-12758-STAR-54,202307,1012,12758,STAR,54,Santa Barbara,7/21/2023,Coral Sea,359,F,1,Yes,No,
202307-1012-12758-STAR-55,202307,1012,12758,STAR,55,Santa Barbara,7/21/2023,Coral Sea,270,M,0,Yes,No,
202307-1012-12758-STAR-56,202307,1012,12758,STAR,56,Santa Barbara,7/21/2023,Coral Sea,305,F,1,Yes,No,
202307-1012-12758-STAR-57,202307,1012,12758,STAR,57,Santa Barbara,7/21/2023,Coral Sea,266,M,0,Yes,No,
202307-1012-37022-GPHR-58,202307,1012,37022,GPHR,58,Santa Barbara,7/17/2023,Stardust,201,F,1,Yes,No,SOME DATES ON TAGS LOOK LIKE 7/13 BUT ALL STARDUST FISH ENTERED AS 7/17
202307-1012-12758-STAR-59,202307,1012,12758,STAR,59,Santa Barbara,7/21/2023,Coral Sea,256,F,0,Yes,No,
202307-1012-12758-STAR-60,202307,1012,12758,STAR,60,Santa Barbara,7/21/2023,Coral Sea,287,F,1,Yes,No,
202307-1012-37022-TREE-61,202307,1012,37022,TREE,61,Santa Barbara,,Stardust,,M,0,Yes,No,NO METADTA: INK ON TAG RUBBED OFF; GUT CAVITY ALREADY OPENED; ASSUMED COLLECTION MONTH IS JULY
202307-1012-12758-STAR-62,202307,1012,12758,STAR,62,Santa Barbara,7/21/2023,Coral Sea,273,M,1,Yes,No,
202307-1012-12758-STAR-63,202307,1012,12758,STAR,63,Santa Barbara,7/21/2023,Coral Sea,293,F,1,Yes,No,
202307-1012-37022-GPHR-64,202307,1012,37022,GPHR,64,Santa Barbara,7/17/2023,Stardust,234,F,1,Yes,No,
202307-1012-37022-VRML-65,202307,1012,37022,VRML,65,Santa Barbara,7/17/2023,Stardust,215,F,0,Yes,No,
202307-1012-37022-VRML-66,202307,1012,37022,VRML,66,Santa Barbara,7/17/2023,Stardust,238,F,0,Yes,No,
202307-1012-37022-STAR-67,202307,1012,37022,STAR,67,Santa Barbara,7/17/2023,Stardust,323,M,0,Yes,No,
202307-1012-37022-TREE-68,202307,1012,37022,TREE,68,Santa Barbara,7/17/2023,Stardust,296,F,0,Yes,No,
202307-1012-12758-VRML-69,202307,1012,12758,VRML,69,Santa Barbara,7/21/2023,Coral Sea,387,F,1,Yes,No,
202307-1012-37022-GPHR-70,202307,1012,37022,GPHR,70,Santa Barbara,,Stardust,,F,1,Yes,No,NO TAG OR METADATA; ASSUMED COLLECTION MONTH IS JULY
202307-1012-37022-VRML-71,202307,1012,37022,VRML,71,Santa Barbara,7/17/2023,Stardust,292,M,0,Yes,No,
202307-1012-37022-GPHR-72,202307,1012,37022,GPHR,72,Santa Barbara,7/17/2023,Stardust,291,M,1,Yes,No,
202307-1012-37022-GPHR-73,202307,1012,37022,GPHR,73,Santa Barbara,,Stardust,,F,1,Yes,No,NO TAG OR METADATA; ASSUMED COLLECTION MONTH IS JULY
202307-1012-37022-GPHR-74,202307,1012,37022,GPHR,74,Santa Barbara,7/17/2023,Stardust,273,F,0,Yes,No,
202307-1012-37022-STAR-75,202307,1012,37022,STAR,75,Santa Barbara,7/17/2023,Stardust,289,M,0,Yes,No,
202307-1012-37022-TREE-76,202307,1012,37022,TREE,76,Santa Barbara,7/17/2023,Stardust,298,F,1,Yes,No,
202307-1012-37022-GPHR-77,202307,1012,37022,GPHR,77,Santa Barbara,7/17/2023,Stardust,276,M,1,Yes,No,ONLY ONE OTO
202305-1012-12758-COPP-78,202305,1012,12758,COPP,78,Santa Barbara,5/31/2023,Coral Sea,396,F,1,Yes,No,
202307-1012-37022-STAR-79,202307,1012,37022,STAR,79,Santa Barbara,7/17/2023,Stardust,260,M,0,Yes,No,
202307-1012-12758-STAR-80,202307,1012,12758,STAR,80,Santa Barbara,7/21/2023,Coral Sea,288,F,1,Yes,No,
202307-1012-37022-STAR-81,202307,1012,37022,STAR,81,Santa Barbara,7/17/2023,Stardust,343,F,1,Yes,No,
202307-1012-37022-TREE-82,202307,1012,37022,TREE,82,Santa Barbara,7/17/2023,Stardust,296,M,1,Yes,No,ONE BROKEN OTO
202307-1012-37022-VRML-83,202307,1012,37022,VRML,83,Santa Barbara,7/17/2023,Stardust,449,F,1,Yes,No,
202307-1012-12758-VRML-84,202307,1012,12758,VRML,84,Santa Barbara,7/21/2023,Coral Sea,435,M,1,Yes,No,
202307-1012-12758-VRML-85,202307,1012,12758,VRML,85,Santa Barbara,7/21/2023,Coral Sea,345,M,1,Yes,No,
202307-1012-37022-GPHR-86,202307,1012,37022,GPHR,86,Santa Barbara,7/17/2023,Stardust,275,F,0,Yes,No,
202307-1012-37022-GPHR-87,202307,1012,37022,GPHR,87,Santa Barbara,7/17/2023,Stardust,303,F,1,Yes,No,
202307-1012-37022-GPHR-88,202307,1012,37022,GPHR,88,Santa Barbara,7/17/2023,Stardust,200,F,1,Yes,No,
202307-1012-12758-VRML-89,202307,1012,12758,VRML,89,Santa Barbara,7/21/2023,Coral Sea,426,M,1,Yes,No,
202307-1012-12758-VRML-90,202307,1012,12758,VRML,90,Santa Barbara,7/21/2023,Coral Sea,380,M,1,Yes,No,
202307-1012-37022-GPHR-91,202307,1012,37022,GPHR,91,Santa Barbara,7/17/2023,Stardust,289,F,0,Yes,No,
202307-1012-37022-GPHR-92,202307,1012,37022,GPHR,92,Santa Barbara,7/17/2023,Stardust,264,F,1,Yes,No,1 BROKEN OTO
202307-1012-12758-VRML-93,202307,1012,12758,VRML,93,Santa Barbara,7/21/2023,Coral Sea,431,F,1,Yes,No,
202307-1012-12758-VRML-94,202307,1012,12758,VRML,94,Santa Barbara,7/21/2023,Coral Sea,326,M,1,Yes,No,
202307-1012-12758-VRML-95,202307,1012,12758,VRML,95,Santa Barbara,7/21/2023,Coral Sea,375,F,1,Yes,No,
202307-1012-37022-GPHR-96,202307,1012,37022,GPHR,96,Santa Barbara,7/17/2023,Stardust,225,M,0,Yes,No,HALF OF FISH CARCASS
202307-1012-37022-GPHR-97,202307,1012,37022,GPHR,97,Santa Barbara,7/17/2023,Stardust,275,F,1,Yes,No,
202307-1012-37022-GPHR-98,202307,1012,37022,GPHR,98,Santa Barbara,7/17/2023,Stardust,246,M,0,Yes,No,
202307-1012-37022-GPHR-99,202307,1012,37022,GPHR,99,Santa Barbara,7/17/2023,Stardust,288,F,1,Yes,No,
202307-1012-37022-GPHR-100,202307,1012,37022,GPHR,100,Santa Barbara,7/17/2023,Stardust,250,F,1,Yes,No,
202307-1012-12758-VRML-101,202307,1012,12758,VRML,101,Santa Barbara,7/21/2023,Coral Sea,382,F,1,Yes,No,
202305-1012-37022-GPHR-102,202305,1012,37022,GPHR,102,Santa Barbara,7/17/2023,Stardust,247,F,0,Yes,No,
202307-1012-12758-COPP-103,202307,1012,12758,COPP,103,Santa Barbara,5/31/2023,Coral Sea,357,M,1,Yes,No,
202307-1012-37022-GPHR-104,202307,1012,37022,GPHR,104,Santa Barbara,7/17/2023,Stardust,258,F,0,Yes,No,
202307-1012-12758-VRML-105,202307,1012,12758,VRML,105,Santa Barbara,7/21/2023,Coral Sea,338,M,0,Yes,No,
202307-1012-12758-VRML-106,202307,1012,12758,VRML,106,Santa Barbara,7/21/2023,Coral Sea,351,M,1,Yes,No,
202307-1012-37022-GPHR-107,202307,1012,37022,GPHR,107,Santa Barbara,7/17/2023,Stardust,270,F,1,Yes,No,
202307-1012-37022-GPHR-108,202307,1012,37022,GPHR,108,Santa Barbara,7/17/2023,Stardust,274,F,0,Yes,No,
202307-1012-37022-GPHR-109,202307,1012,37022,GPHR,109,Santa Barbara,7/17/2023,Stardust,284,M,0,Yes,No,
202307-1012-37022-GPHR-110,202307,1012,37022,GPHR,110,Santa Barbara,7/17/2023,Stardust,241,F,0,Yes,No,
202307-1012-37022-GPHR-111,202307,1012,37022,GPHR,111,Santa Barbara,7/17/2023,Stardust,238,F,0,Yes,No,
202307-1012-37022-GPHR-112,202307,1012,37022,GPHR,112,Santa Barbara,7/17/2023,Stardust,274,M,0,Yes,No,
202307-1012-37022-GPHR-113,202307,1012,37022,GPHR,113,Santa Barbara,7/17/2023,Stardust,251,M,0,Yes,No,
202307-1012-37022-GPHR-114,202307,1012,37022,GPHR,114,Santa Barbara,7/17/2023,Stardust,240,F,1,Yes,No,
202306-1012-12360-FLAG-1,202306,1012,12360,FLAG,1,Dana Point,6/21/2023,Sum Fun,365,F,1,Yes,No,"Stage 3, 1 whole and 1 broken otolith, photo taken of gonads"
202307-1012-03233-MXRF-2,202307,1012,3233,MXRF,2,San Diego,7/7/2023,Premier,314,F,1,Yes,No,Stage 2 (still frozen) - 1 whole and half of otolith
202307-1012-03233-MXRF-3,202307,1012,3233,MXRF,3,San Diego,7/7/2023,Premier,324,F,1,Yes,No,Stage 2 (still frozen) 
202307-1012-03233-MXRF-4,202307,1012,3233,MXRF,4,San Diego,7/7/2023,Premier,373,F,1,Yes,No,
202306-1012-12360-VRML-5,202306,1012,12360,VRML,5,Dana Point,6/21/2023,Sum Fun,375,F,1,Yes,No,Photo take of gonads
202307-1012-03233-GSPT-6,202307,1012,3233,GSPT,6,San Diego,7/7/2023,Premier,328,M,UNK,Yes,No,
202306-1012-12360-VRML-7,202306,1012,12360,VRML,7,Dana Point,6/21/2023,Sum Fun,415,M,0,Yes,No,Photo taken of gonads
202307-1012-03233-GSPT-8,202307,1012,3233,GSPT,8,San Diego,7/7/2023,Premier,365,M,0,Yes,No,
202306-1012-03233-GSPT-9,202306,1012,3233,GSPT,9,San Diego,6/23/2023,Premier,356,U,UNK,Yes,No,Gut perforated - cannot sex
202307-1012-03233-GSPT-10,202307,1012,3233,GSPT,10,San Diego,7/7/2023,Premier,348,M,0,Yes,No,
202306-1012-12360-GBLC-11,202306,1012,12360,GBLC,11,Dana Point,6/21/2023,Sum Fun,465,F,1,Yes,No,Stage 5 
202306-1012-03233-MXRF-12,202306,1012,3233,MXRF,12,San Diego,6/23/2023,Premier,310,F,1,Yes,No,Stage 3
202306-1012-03233-MXRF-13,202306,1012,3233,MXRF,13,San Diego,6/23/2023,Premier,315,F,1,Yes,No,Resting
202307-1012-03233-GBLC-14,202307,1012,3233,GBLC,14,San Diego,7/7/2023,Premier,260,M,0,Yes,No,
202306-1012-03233-GBLC-15,202306,1012,3233,GBLC,15,San Diego,6/23/2023,Premier,320,U,0,Yes,No,Gut perforated - cannot sex
202306-1012-03233-MXRF-16,202306,1012,3233,MXRF,16,San Diego,6/23/2023,Premier,198,M,1,Yes,No,
202307-1012-03233-MXRF-17,202307,1012,3233,MXRF,17,San Diego,7/7/2023,Premier,197,F,1,Yes,No,
202306-1012-03233-MXRF-18,202306,1012,3233,MXRF,18,San Diego,6/23/2023,Premier,288,M,1,Yes,No,
202306-1012-03233-VRML-19,202306,1012,3233,VRML,19,San Diego,6/23/2023,Premier,323,M,0,Yes,No,
202307-1012-03233-MXRF-20,202307,1012,3233,MXRF,20,San Diego,7/7/2023,Premier,280,F,1,Yes,No,Stage 3
202306-1012-12360-VRML-21,202306,1012,12360,VRML,21,Dana Point,6/19/2023,Sum Fun,265,F,0,Yes,No,
202307-1012-03233-MXRF-22,202307,1012,3233,MXRF,22,San Diego,7/7/2023,Premier,328,M,1,Yes,No,
202306-1012-03233-MXRF-23,202306,1012,3233,MXRF,23,San Diego,6/23/2023,Premier,293,F,1,Yes,No,Resting
202307-1012-03233-MXRF-24,202307,1012,3233,MXRF,24,San Diego,7/7/2023,Premier,293,M,1,Yes,No,
202306-1012-12360-GBLC-25,202306,1012,12360,GBLC,25,Dana Point,6/23/2023,Sum Fun,358,F,1,Yes,No,Resting 
202306-1012-03233-MXRF-26,202306,1012,3233,MXRF,26,San Diego,6/23/2023,Premier,312,F,1,Yes,No,Resting 
202306-1012-03233-GSPT-27,202306,1012,3233,GSPT,27,San Diego,6/23/2023,Premier,315,F,1,Yes,No,Resting 
202306-1012-03233-MXRF-28,202306,1012,3233,MXRF,28,San Diego,6/23/2023,Premier,343,F,1,Yes,No,Resting 
20237-1012-03233-MXRF-29,20237,1012,3233,MXRF,29,San Diego,7/7/2023,Premier,429,F,1,Yes,No,Resting 
202306-1012-03233-MXRF-30,202306,1012,3233,MXRF,30,San Diego,6/23/2023,Premier,300,F,1,Yes,No,Resting 
202307-1012-03233-MXRF-31,202307,1012,3233,MXRF,31,San Diego,7/7/2023,Premier,294,F,1,Yes,No,
202306-1012-12360-VRML-32,202306,1012,12360,VRML,32,Dana Point,6/21/2023,Sum Fun,375,M,0,Yes,No,
202307-1012-03233-GSPT-33,202307,1012,3233,GSPT,33,San Diego,7/7/2023,Premier,318,M,0,Yes,No,1 whole and 1 broken otolith
202306-1012-03233-MXRF-34,202306,1012,3233,MXRF,34,San Diego,6/23/2023,Premier,305,F,1,Yes,No,
202307-1012-03233-MXRF-35,202307,1012,3233,MXRF,35,San Diego,7/7/2023,Premier,319,M,1,Yes,No,
202306-1012-03233-GSPT-36,202306,1012,3233,GSPT,36,San Diego,6/23/2023,Premier,265,F,1,Yes,No,
202306-1012-03233-MXRF-37,202306,1012,3233,MXRF,37,San Diego,6/23/2023,Premier,405,M,1,Yes,No,
202306-1012-12360-VRML-38,202306,1012,12360,VRML,38,Dana Point,6/19/2023,Sum Fun,368,F,1,Yes,No,
202306-1012-03233-MXRF-39,202306,1012,3233,MXRF,39,San Diego,6/23/2023,Premier,290,M,1,Yes,No,
202306-1012-03233-GBLC-40,202306,1012,3233,GBLC,40,San Diego,6/23/2023,Premier,420,M,1,Yes,No,Photo taken of gonads - long/small/slender
202306-1012-12360-VRML-41,202306,1012,12360,VRML,41,Dana Point,6/19/2023,Sum Fun,253,F,0,Yes,No,
202306-1012-12360-VRML-42,202306,1012,12360,VRML,42,Dana Point,6/19/2023,Sum Fun,291,M,0,Yes,No,
202306-1012-03233-MXRF-43,202306,1012,3233,MXRF,43,San Diego,6/23/2023,Premier,308,M,1,Yes,No,
202305-1012-12360-VRML-44,202305,1012,12360,VRML,44,Dana Point,5/29/2023,Sum Fun,330,F,0,Yes,No,
202306-1012-12360-VRML-45,202306,1012,12360,VRML,45,Dana Point,6/19/2023,Sum Fun,270,M,0,Yes,No,
202306-1012-03233-GSPT-46,202306,1012,3233,GSPT,46,San Diego,6/23/2023,Premier,365,F,1,Yes,No,Resting
202306-1012-12360-VRML-47,202306,1012,12360,VRML,47,Dana Point,6/19/2023,Sum Fun,275,M,0,Yes,No,
202306-1012-03233-GBLC-48,202306,1012,3233,GBLC,48,San Diego,6/23/2023,Premier,377,F,0,Yes,No,
202305-1012-12360-VRML-49,202305,1012,12360,VRML,49,Dana Point,5/29/2023,Sum Fun,330,F,0,Yes,No,
202305-1012-12360-VRML-50,202305,1012,12360,VRML,50,Dana Point,5/29/2023,Sum Fun,246,F,0,Yes,No,
202305-1012-12360-VRML-51,202305,1012,12360,VRML,51,Dana Point,5/29/2023,Sum Fun,285,F,0,Yes,No,
202306-1012-03233-MXRF-52,202306,1012,3233,MXRF,52,San Diego,6/23/2023,Premier,274,M,1,Yes,No,
202305-1012-12360-VRML-53,202305,1012,12360,VRML,53,Dana Point,5/29/2023,Sum Fun,400,M,1,Yes,No,
202305-1012-12360-VRML-54,202305,1012,12360,VRML,54,Dana Point,5/27/2023,Sum Fun,270,M,0,Yes,No,
202306-1012-03233-GBLC-55,202306,1012,3233,GBLC,55,San Diego,6/23/2023,Premier,379,F,1,Yes,No,
202305-1012-12360-SPKL-56,202305,1012,12360,SPKL,56,Dana Point,5/27/2023,Sum Fun,260,U,UNK,No,No,"Gut perforated - cannot sex, only found two small peices of the otoliths - not ageable with otolith peices"
202306-1012-03233-MXRF-57,202306,1012,3233,MXRF,57,San Diego,6/23/2023,Premier,299,M,1,Yes,No,
202306-1012-03233-BRWN-58,202306,1012,3233,BRWN,58,San Diego,6/23/2023,Premier,250,M,0,Yes,No,
202305-1012-12360-VRML-59,202305,1012,12360,VRML,59,Dana Point,5/29/2023,Sum Fun,315,F,0,Yes,No,
202306-1012-03233-GSPT-60,202306,1012,3233,GSPT,60,San Diego,6/23/2023,Premier,302,F,1,Yes,No,
202305-1012-12360-VRML-61,202305,1012,12360,VRML,61,Dana Point,5/29/2023,Sum Fun,332,F,0,Yes,No,
202305-1012-12360-COPP-62,202305,1012,12360,COPP,62,Dana Point,5/29/2023,Sum Fun,280,F,0,Yes,No,
202306-1012-03233-GSPT-63,202306,1012,3233,GSPT,63,San Diego,6/23/2023,Premier,336,F,1,Yes,No,
202306-1012-03233-BRWN-64,202306,1012,3233,BRWN,64,San Diego,6/23/2023,Premier,278,F,1,Yes,No,Otoliths broken
202306-1012-03233-MXRF-65,202306,1012,3233,MXRF,65,San Diego,6/23/2023,Premier,316,F,0,Yes,No,
202305-1012-12360-VRML-66,202305,1012,12360,VRML,66,Dana Point,5/29/2023,Sum Fun,262,U,0,Yes,No,
202307-1012-03233-GSRK-67,202307,1012,3233,GSRK,67,San Diego,7/7/2023,Premier,291,F,1,Yes,No,Spent
202306-1012-03233-MXRF-68,202306,1012,3233,MXRF,68,San Diego,6/23/2023,Premier,288,F,1,Yes,No,Resting/spent
202306-1012-12360-VRML-69,202306,1012,12360,VRML,69,Dana Point,6/23/2023,Sum Fun,310,M,0,Yes,No,
202306-1012-03233-VRML-70,202306,1012,3233,VRML,70,San Diego,6/23/2023,Premier,227,U,0,Yes,No,
202306-1012-03233-MXRF-71,202306,1012,3233,MXRF,71,San Diego,6/23/2023,Premier,310,F,0,Yes,No,
202306-1012-12360-VRML-72,202306,1012,12360,VRML,72,Dana Point,6/23/2023,Sum Fun,400,F,1,Yes,No,Stage 2
202306-1012-12360-VRML-73,202306,1012,12360,VRML,73,Dana Point,6/23/2023,Sum Fun,475,M,1,Yes,No,
202306-1012-12360-VRML-74,202306,1012,12360,VRML,74,Dana Point,6/23/2023,Sum Fun,345,M,0,Yes,No,
202306-1012-12360-VRML-75,202306,1012,12360,VRML,75,Dana Point,6/23/2023,Sum Fun,435,M,1,Yes,No,
202306-1012-12360-VRML-76,202306,1012,12360,VRML,76,Dana Point,6/23/2023,Sum Fun,252,F,0,Yes,No,
202306-1012-12360-VRML-77,202306,1012,12360,VRML,77,Dana Point,6/23/2023,Sum Fun,360,M,0,Yes,No,
202306-1012-12360-VRML-78,202306,1012,12360,VRML,78,Dana Point,6/23/2023,Sum Fun,350,M,0,Yes,No,
202306-1012-03233-MXRF-79,202306,1012,3233,MXRF,79,San Diego,6/23/2023,Premier,313,F,0,Yes,No,
202305-1012-12360-SPKL-80,202305,1012,12360,SPKL,80,Dana Point,5/27/2023,Sum Fun,255,M,1,Yes,No,
202306-1012-03233-STAR-81,202306,1012,3233,STAR,81,San Diego,6/23/2023,Premier,184,U,0,Yes,No,
202307-1012-12360-TREE-82,202307,1012,12360,TREE,82,Dana Point,7/12/2023,Sum Fun,260,F,1,Yes,No,
202306-1012-03233-OLVE-83,202306,1012,3233,OLVE,83,San Diego,6/23/2023,Premier,231,U,0,Yes,No,
202305-1012-12360-SPKL-84,202305,1012,12360,SPKL,84,Dana Point,5/27/2023,Sum Fun,280,U,UNK,No,No,"Gut perforated - Can't sex, Could not find otoliths"
202306-1012-03233-STAR-85,202306,1012,3233,STAR,85,San Diego,6/23/2023,Premier,222,F,1,Yes,No,Stage 2 - photo taken of gonads
202306-1012-03233-OLVE-86,202306,1012,3233,OLVE,86,San Diego,6/23/2023,Premier,243,M,1,Yes,No,Gonads milky but small - phtoto taken
202306-1012-03233-HNYC-87,202306,1012,3233,HNYC,87,San Diego,6/23/2023,Premier,260,M,0,Yes,No,
202306-1012-03233-HNYC-88,202306,1012,3233,HNYC,88,San Diego,6/23/2023,Premier,177,M,0,Yes,No,
202306-1012-03233-HNYC-89,202306,1012,3233,HNYC,89,San Diego,6/23/2023,Premier,178,F,1,Yes,No,
202307-1012-03233-MXRF-90,202307,1012,3233,MXRF,90,San Diego,7/16/2023,Premier,264,F,1,Yes,No,"Gut perforated, resting"
202307-1012-03233-MXRF-91,202307,1012,3233,MXRF,91,San Diego,7/16/2023,Premier,292,F,1,Yes,No,Resting
202307-1012-03233-MXRF-92,202307,1012,3233,MXRF,92,San Diego,7/16/2023,Premier,320,F,1,Yes,No,"Resting, larvae spots"
202307-1012-03233-MXRF-93,202307,1012,3233,MXRF,93,San Diego,7/16/2023,Premier,313,M,1,Yes,No,
202307-1012-03233-SWSP-94,202307,1012,3233,SWSP,94,San Diego,7/16/2023,Premier,230,F,1,Yes,No,
202307-1012-03233-GSPT-95,202307,1012,3233,GSPT,95,San Diego,7/17/2023,Premier,293,F,1,Yes,No,
202307-1012-03233-MXRF-96,202307,1012,3233,MXRF,96,San Diego,7/13/2023,Premier,262,F,1,Yes,No,Resting
202307-1012-03233-MXRF-97,202307,1012,3233,MXRF,97,San Diego,7/7/2023,Premier,258,F,1,Yes,No,
202307-1012-03233-ROSY-98,202307,1012,3233,ROSY,98,San Diego,7/7/2023,Premier,274,F,UNK,Yes,No,
202307-1012-03233-MXRF-99,202307,1012,3233,MXRF,99,San Diego,7/17/2023,Premier,305,M,1,Yes,No,
202307-1012-03233-MXRF-100,202307,1012,3233,MXRF,100,San Diego,7/13/2023,Premier,266,M,1,Yes,No,
202307-1012-03233-MXRF-101,202307,1012,3233,MXRF,101,San Diego,7/13/2023,Premier,260,M,1,Yes,No,
202307-1012-03233-MXRF-102,202307,1012,3233,MXRF,102,San Diego,7/17/2023,Premier,288,M,1,Yes,No,
202307-1012-03233-HBRK-103,202307,1012,3233,HBRK,103,San Diego,7/17/2023,Premier,195,F,1,Yes,No,
202307-1012-03233-MXRF-104,202307,1012,3233,MXRF,104,San Diego,7/7/2023,Premier,290,M,1,Yes,No,
202307-1012-03233-MXRF-105,202307,1012,3233,MXRF,105,San Diego,7/7/2023,Premier,255,F,1,Yes,No,Resting
202307-1012-03233-MXRF-106,202307,1012,3233,MXRF,106,San Diego,7/17/2023,Premier,311,F,1,Yes,No,Resting
202307-1012-03233-GSRK-107,202307,1012,3233,GSRK,107,San Diego,7/7/2023,Premier,257,F,1,Yes,No,Resting
202307-1012-03233-GSRK-108,202307,1012,3233,GSRK,108,San Diego,7/13/2023,Premier,306,F,1,Yes,No,
202307-1012-03233-MXRF-109,202307,1012,3233,MXRF,109,San Diego,7/16/2023,Premier,384,F,1,Yes,No,
202307-1012-03233-GSRK-110,202307,1012,3233,GSRK,110,San Diego,7/13/2023,Premier,215,U,0,Yes,No,
202307-1012-03233-MXRF-111,202307,1012,3233,MXRF,111,San Diego,7/13/2023,Premier,278,F,1,Yes,No,Resting
202307-1012-03233-MXRF-112,202307,1012,3233,MXRF,112,San Diego,7/13/2023,Premier,269,M,1,Yes,No,
202307-1012-03233-GBLC-113,202307,1012,3233,GBLC,113,San Diego,7/13/2023,Premier,276,F,0,Yes,No,
202307-1012-03233-GSPT-114,202307,1012,3233,GSPT,114,San Diego,7/16/2023,Premier,342,F,1,Yes,No,Larvae - about ready for partuition 
202307-1012-03233-MXRF-115,202307,1012,3233,MXRF,115,San Diego,7/16/2023,Premier,334,M,1,Yes,No,
202307-1012-03233-GSRK-116,202307,1012,3233,GSRK,116,San Diego,7/16/2023,Premier,295,F,1,Yes,No,Resting
202307-1012-03233-GSRK-117,202307,1012,3233,GSRK,117,San Diego,7/16/2023,Premier,230,M,1,Yes,No,
202307-1012-03233-MXRF-118,202307,1012,3233,MXRF,118,San Diego,7/13/2023,Premier,295,M,1,Yes,No,
202307-1012-03233-MXRF-119,202307,1012,3233,MXRF,119,San Diego,7/13/2023,Premier,286,F,1,Yes,No,Resting
202307-1012-03233-MXRF-120,202307,1012,3233,MXRF,120,San Diego,7/13/2023,Premier,287,F,1,Yes,No,Spent
202307-1012-03233-MXRF-121,202307,1012,3233,MXRF,121,San Diego,7/13/2023,Premier,288,M,1,Yes,No,
202307-1012-03233-MXRF-122,202307,1012,3233,MXRF,122,San Diego,7/16/2023,Premier,276,F,1,Yes,No,Resting
202307-1012-03233-MXRF-123,202307,1012,3233,MXRF,123,San Diego,7/13/2023,Premier,334,F,1,Yes,No,Resting
202306-1012-03233-GSPT-142,202306,1012,3233,GSPT,142,San Diego,6/23/2023,Premier,347,M,0,No,Yes,Dissected during SOCAL CCFRP training on 6/27
202306-1012-03233-GBLC-143,202306,1012,3233,GBLC,143,San Diego,6/23/2023,Premier,422,M,0,No,Yes,Dissected during SOCAL CCFRP training on 6/27
202306-1012-03233-GSPT-144,202306,1012,3233,GSPT,144,San Diego,6/23/2023,Premier,341,F,1,No,Yes,"Dissected during SOCAL CCFRP training on 6/27, spent"
202306-1012-03233-GSPT-145,202306,1012,3233,GSPT,145,San Diego,6/23/2023,Premier,331,M,0,No,Yes,Dissected during SOCAL CCFRP training on 6/27
202306-1012-03233-MXRF-146,202306,1012,3233,MXRF,146,San Diego,6/23/2023,Premier,316,M,1,No,Yes,"Dissected during SOCAL CCFRP training on 6/27, white/cream"
202306-1012-03233-MXRF-147,202306,1012,3233,MXRF,147,San Diego,6/23/2023,Premier,334,M,1,No,Yes,"Dissected during SOCAL CCFRP training on 6/27, otolith ostrum broken"
202306-1012-03233-MXRF-148,202306,1012,3233,MXRF,148,San Diego,6/23/2023,Premier,344,F,1,No,Yes,"Dissected during SOCAL CCFRP training on 6/27, spent/resting"
202306-1012-03233-GSRK-149,202306,1012,3233,GSRK,149,San Diego,6/23/2023,Premier,274,F,1,No,Yes,"Dissected during SOCAL CCFRP training on 6/27, spent/resting"
202306-1012-03233-GBLC-150,202306,1012,3233,GBLC,150,San Diego,6/23/2023,Premier,386,F,1,No,Yes,"Dissected during SOCAL CCFRP training on 6/27, resting"
202306-1012-03233-GSRK-151,202306,1012,3233,GSRK,151,San Diego,6/23/2023,Premier,240,M,0,No,Yes,Dissected during SOCAL CCFRP training on 6/27
202304-1012-37022-COPP-152,202304,1012,37022,COPP,152,Santa Barbara,4/27/2023,Stardust,-,F,1,No,Yes,"no length on tag, spent not recent, Dave & Neosha assigned sample # 1"
202304-1012-37022-COPP-153,202304,1012,37022,COPP,153,Santa Barbara,4/27/2023,Stardust,419,M,1,No,Yes,Dave & Neosha assigned sample # 2
202304-1012-37022-COPP-154,202304,1012,37022,COPP,154,Santa Barbara,4/27/2023,Stardust,435,F,1,No,Yes,"spent not recent, Dave & Neosha assigned sample # 3"
202304-1012-37022-COPP-155,202304,1012,37022,COPP,155,Santa Barbara,4/27/2023,Stardust,419,M,1,No,Yes,Dave & Neosha assigned sample # 4
202304-1012-37022-COPP-156,202304,1012,37022,COPP,156,Santa Barbara,4/27/2023,Stardust,416,F,1,No,Yes,Dave & Neosha assigned sample # 5
